2617.894; 116214460182.47708
2618.376; 116300950076.09248
2618.858; 116405947000.01314
2619.34; 116504248245.531
2619.822; 116599841991.32303
2620.304; 116693820480.78474
2620.786; 116786715060.34499
2621.269; 116878523058.9062
2621.75; 116969765156.82129
2622.233; 117060231892.38164
2622.715; 117150509835.40036
2623.197; 117240557478.5353
2623.679; 117330660149.9334
2624.161; 117420917924.70547
2624.643; 117511331555.46935
2625.125; 117601796242.78305
2625.607; 117692251702.04378
2626.09; 117782296040.33331
2626.572; 117871967480.31886
2627.054; 117960970419.23265
2627.536; 118049435708.54927
2628.018; 118137466627.60616
2628.5; 118225231859.24072
2628.982; 118312917134.95691
2629.464; 118400812320.41682
2629.947; 118488830925.27655
2630.429; 118577284441.07034
2630.911; 118665997968.12944
2631.393; 118755101298.53255
2631.875; 118844568128.90659
2632.357; 118934340815.61964
2632.839; 119024324640.6917
2633.321; 119114389938.30968
2633.803; 119204536613.06607
2634.286; 119294373951.23798
2634.768; 119384145514.21205
2635.25; 119473579752.54823
2635.732; 119562890803.89226
2636.214; 119652195665.82893
2636.696; 119741618159.80614
2637.178; 119831235616.50328
2637.66; 119921200766.64162
2638.143; 120011143994.62685
2638.625; 120101287357.63445
2639.107; 120191186641.77252
2639.589; 120280875263.36707
2640.071; 120370298826.90805
2640.553; 120459482600.37415
2641.035; 120548512545.8133
2641.517; 120637663569.35974
2642.0; 120726749483.44775
2642.482; 120816232251.33989
2642.964; 120905838670.09396
2643.446; 120995704621.64717
2643.928; 121085769326.60956
2644.41; 121175956585.73071
2644.892; 121266196888.51837
2645.374; 121356443340.82034
2645.856; 121446848938.09297
2646.339; 121537092006.17084
2646.821; 121627634759.41809
2647.303; 121718167020.69878
2647.785; 121808866138.80592
2648.267; 121899708857.93488
2648.749; 121990639186.05833
2649.231; 122081569410.57089
2649.713; 122172574281.73056
2650.196; 122263206448.9168
2650.678; 122353864765.39845
2651.16; 122444164317.10583
2651.642; 122534297958.8734
2652.124; 122624320924.17801
2652.606; 122714316197.37526
2653.088; 122804376121.50095
2653.57; 122894582106.0817
2654.052; 122985165527.84464
2654.535; 123075769994.97324
2655.017; 123166832959.89919
2655.499; 123257897204.41194
2655.981; 123349021855.18823
2656.463; 123440081653.767
2656.945; 123530977239.23315
2657.427; 123621654118.8526
2657.909; 123712303389.4084
2658.392; 123802616137.22853
2658.874; 123893210295.55428
2659.356; 123983839020.20929
2659.838; 124074803488.18
2660.32; 124166175205.74522
2660.802; 124257965339.40657
2661.284; 124350115726.59785
2661.766; 124442712649.43979
2662.249; 124535002265.39536
2662.73; 124627994309.22638
2663.213; 124720147071.1659
2663.695; 124812515679.8526
2664.177; 124904400524.82521
2664.659; 124995973648.81006
2665.141; 125087265575.26093
2665.623; 125178364662.31573
2666.105; 125269392184.48747
2666.587; 125360673042.94832
2667.07; 125451894180.78781
2667.552; 125543678390.71132
2668.034; 125635606544.89464
2668.516; 125727819557.27919
2668.998; 125820218589.84073
2669.48; 125912688602.90509
2669.962; 126005118844.1669
2670.444; 126097636981.98131
2670.927; 126189776900.61292
2671.409; 126282177521.21321
2671.891; 126374486400.34875
2672.373; 126467026760.63637
2672.855; 126559900599.2534
2673.337; 126653153455.85495
2673.819; 126746739354.89847
2674.301; 126840510710.90828
2674.783; 126934460558.03204
2675.266; 127027875084.15778
2675.748; 127121198300.67436
2676.23; 127213864759.89444
2676.712; 127306134496.52808
2677.194; 127398175050.2947
2677.676; 127490223534.9557
2678.158; 127582498083.91463
2678.64; 127675347868.2034
2679.123; 127768085995.64648
2679.604; 127861944946.85153
2680.087; 127955129007.57977
2680.569; 128048821369.93375
2681.051; 128142215522.29645
2681.533; 128235531838.39445
2682.015; 128328859091.86688
2682.497; 128422333403.24855
2682.979; 128516067115.24521
2683.461; 128610331043.7033
2683.944; 128704576691.44243
2684.426; 128799403328.55075
2684.908; 128894179129.06186
2685.39; 128989029847.30988
2685.872; 129083887683.80038
2686.354; 129178715024.3971
2686.836; 129273472530.90347
2687.318; 129368336623.66226
2687.801; 129462707643.62804
2688.283; 129557242022.46712
2688.765; 129651379156.64935
2689.247; 129745383315.13017
2689.729; 129839343937.22575
2690.211; 129933379046.77478
2690.693; 130027580382.36223
2691.175; 130121963344.31935
2691.657; 130216684860.68092
2692.14; 130311068488.676
2692.622; 130405678832.40239
2693.104; 130499871387.30171
2693.586; 130593866222.887
2694.068; 130687758269.3699
2694.55; 130781718089.16295
